1792577,Ryleigh,2014,F,1735
1792578,Presley,2014,F,1733
1792579,Alaina,2014,F,1729
1792580,Angela,2014,F,1722
1792581,Alina,2014,F,1706
1792582,Harmony,2014,F,1704
1792583,Rose,2014,F,1678
1792584,Athena,2014,F,1677
1792585,Emerson,2014,F,1670
1792586,Adelyn,2014,F,1666
1792587,Alana,2014,F,1664
1792588,Hayden,2014,F,1656
1792589,Izabella,2014,F,1653
1792590,Cali,2014,F,1652
1792591,Marley,2014,F,1643
1792592,Esther,2014,F,1638
1792593,Fiona,2014,F,1636
1792594,Stephanie,2014,F,1630
1792595,Cecilia,2014,F,1623
1792596,Kate,2014,F,1611
1792597,Kinley,2014,F,1610
1792598,Jayla,2014,F,1609
1792599,Genevieve,2014,F,1595
1792600,Alexandria,2014,F,1589
1792601,Eliza,2014,F,1585
1792602,Kylee,2014,F,1580
1792603,Alivia,2014,F,1579
1792604,Giselle,2014,F,1573
1792605,Arya,2014,F,1544
1792606,Alayna,2014,F,1533
1792607,Leilani,2014,F,1532
1792608,Adeline,2014,F,1522
1792609,Jennifer,2014,F,1514
1792610,Tessa,2014,F,1510
1792611,Ana,2014,F,1508
1792612,Finley,2014,F,1498
1792613,Melissa,2014,F,1496
1792614,Daniela,2014,F,1486
1792615,Aniyah,2014,F,1479
1792616,Daleyza,2014,F,1461
1792617,Keira,2014,F,1459
1792618,Charlie,2014,F,1432
1792619,Lucia,2014,F,1421
1792620,Hope,2014,F,1412
1792621,Gabriela,2014,F,1403
1792622,Mckenna,2014,F,1388
1792623,Brynlee,2014,F,1387
1792624,Parker,2014,F,1386
1792625,Lola,2014,F,1370
1792626,Amaya,2014,F,1349
1792627,Miranda,2014,F,1348
1792628,Maggie,2014,F,1344
1792629,Anastasia,2014,F,1328
1792630,Leila,2014,F,1324
1792631,Lexi,2014,F,1320
1792632,Georgia,2014,F,1319
1792633,Kenzie,2014,F,1317
1792634,Iris,2014,F,1312
1792635,Jacqueline,2014,F,1301
1792636,Jordan,2014,F,1300
1792637,Cassidy,2014,F,1294
1792638,Vivienne,2014,F,1289
1792639,Camille,2014,F,1280
1792640,Noelle,2014,F,1280
1792641,Adrianna,2014,F,1272
1792642,Teagan,2014,F,1272
1792643,Josie,2014,F,1269
1792644,Juliette,2014,F,1268
1792645,Annabella,2014,F,1265
1792646,Allie,2014,F,1263
1792647,Juliet,2014,F,1263
1792648,Kendra,2014,F,1262
1792649,Sienna,2014,F,1255
1792650,Brynn,2014,F,1253
1792651,Kali,2014,F,1247
1792652,Maci,2014,F,1235
1792653,Danielle,2014,F,1233
1792654,Haley,2014,F,1223
1792655,Jenna,2014,F,1223
1792656,Raelynn,2014,F,1222
1792657,Delaney,2014,F,1220
1792658,Paris,2014,F,1218
1792659,Alexia,2014,F,1213
1792660,Lyric,2014,F,1210
1792661,Gemma,2014,F,1205
1792662,Lilliana,2014,F,1203
1792663,Chelsea,2014,F,1191
1792664,Angel,2014,F,1179
1792665,Evangeline,2014,F,1177
1792666,Ayla,2014,F,1169
1792667,Kayleigh,2014,F,1160
1792668,Lena,2014,F,1156
1792669,Katie,2014,F,1149
1792670,Elaina,2014,F,1145
1792671,Olive,2014,F,1144
1792672,Madeleine,2014,F,1138
1792673,Makenna,2014,F,1138
1792674,Dakota,2014,F,1136
1792675,Elsa,2014,F,1131
1792676,Nova,2014,F,1121
1792677,Nadia,2014,F,1119
1792678,Alison,2014,F,1115
1792679,Kaydence,2014,F,1111
1792680,Journey,2014,F,1110
1792681,Jada,2014,F,1107
1792682,Kathryn,2014,F,1107
1792683,Shelby,2014,F,1101
1792684,Nina,2014,F,1091
1792685,Elliana,2014,F,1089
1792686,Diana,2014,F,1088
1792687,Phoebe,2014,F,1086
1792688,Alessandra,2014,F,1078
1792689,Eloise,2014,F,1074
1792690,Nyla,2014,F,1074
1792691,Skyler,2014,F,1070
1792692,Madilyn,2014,F,1067
1792693,Adelynn,2014,F,1058
1792694,Miriam,2014,F,1057
1792695,Ashlyn,2014,F,1055
1792696,Amiyah,2014,F,1051
1792697,Megan,2014,F,1051
1792698,Amber,2014,F,1049
1792699,Rosalie,2014,F,1047
1792700,Annie,2014,F,1046
1792701,Lilah,2014,F,1044
1792702,Charlee,2014,F,1043
1792703,Amanda,2014,F,1042
1792704,Ruth,2014,F,1042
1792705,Adelaide,2014,F,1040
1792706,June,2014,F,1039
1792707,Laura,2014,F,1038
1792708,Daniella,2014,F,1032
1792709,Mikayla,2014,F,1026
1792710,Raegan,2014,F,1019
1792711,Jane,2014,F,1018
1792712,Ashlynn,2014,F,1015
1792713,Kelsey,2014,F,1014
1792714,Erin,2014,F,1013
1792715,Christina,2014,F,1012
1792716,Joanna,2014,F,1010
1792717,Fatima,2014,F,1009
1792718,Allyson,2014,F,1008
1792719,Talia,2014,F,1006
1792720,Mariana,2014,F,1004
1792721,Sabrina,2014,F,1003
1792722,Haven,2014,F,1002
1792723,Ainsley,2014,F,998
1792724,Cadence,2014,F,998
1792725,Elsie,2014,F,998
1792726,Leslie,2014,F,994
1792727,Heaven,2014,F,984
1792728,Arielle,2014,F,978
1792729,Maddison,2014,F,977
1792730,Alicia,2014,F,967
1792731,Briella,2014,F,967
1792732,Lucille,2014,F,966
1792733,Sawyer,2014,F,955
1792734,Malia,2014,F,948
1792735,Selena,2014,F,947
1792736,Heidi,2014,F,944
1792737,Kyleigh,2014,F,941
1792738,Harley,2014,F,940
1792739,Kira,2014,F,939
1792740,Lana,2014,F,934
1792741,Sierra,2014,F,932
1792742,Kiara,2014,F,920
1792743,Paislee,2014,F,915
1792744,Alondra,2014,F,913
1792745,Daphne,2014,F,913
1792746,Carly,2014,F,909
1792747,Jaylah,2014,F,909
1792748,Kyla,2014,F,909
1792749,Bianca,2014,F,901
1792750,Baylee,2014,F,896
1792751,Cheyenne,2014,F,896
1792752,Macy,2014,F,887
1792753,Camilla,2014,F,883
1792754,Catalina,2014,F,883
1792755,Gia,2014,F,881
1792756,Vera,2014,F,881
1792757,Skye,2014,F,880
1792758,Aylin,2014,F,878
1792759,Sloane,2014,F,874
1792760,Myla,2014,F,873
1792761,Yaretzi,2014,F,871
1792762,Giuliana,2014,F,868
1792763,Macie,2014,F,868
1792764,Veronica,2014,F,864
1792765,Esmeralda,2014,F,862
1792766,Lia,2014,F,855
1792767,Averie,2014,F,852
1792768,Addyson,2014,F,851
1792769,Kamryn,2014,F,850
1792770,Mckinley,2014,F,850
1792771,Ada,2014,F,847
1792772,Carmen,2014,F,846
1792773,Mallory,2014,F,845
1792774,Jillian,2014,F,844
1792775,Ariella,2014,F,839
1792776,Rylie,2014,F,835
1792777,Sage,2014,F,834
1792778,Abby,2014,F,830
1792779,Scarlet,2014,F,829
1792780,Logan,2014,F,828
1792781,Tatum,2014,F,828
1792782,Bethany,2014,F,824
1792783,Dylan,2014,F,822
1792784,Elle,2014,F,818
1792785,Jazmin,2014,F,817
1792786,Aspen,2014,F,812
1792787,Camryn,2014,F,810
1792788,Malaysia,2014,F,810
1792789,Haylee,2014,F,807
1792790,Nayeli,2014,F,805
1792791,Gracelyn,2014,F,799
1792792,Kamila,2014,F,792
1792793,Helen,2014,F,791
1792794,Marilyn,2014,F,791
1792795,April,2014,F,790
1792796,Carolina,2014,F,779
1792797,Amina,2014,F,776
1792798,Julie,2014,F,776
1792799,Raelyn,2014,F,776
1792800,Blakely,2014,F,771
1792801,Rowan,2014,F,770
1792802,Angelique,2014,F,768
1792803,Miracle,2014,F,768
1792804,Emely,2014,F,764
1792805,Jayleen,2014,F,764
1792806,Kennedi,2014,F,764
1792807,Amira,2014,F,762
1792808,Briana,2014,F,761
1792809,Gwendolyn,2014,F,756
1792810,Justice,2014,F,756
1792811,Zara,2014,F,754
1792812,Aleah,2014,F,752
1792813,Itzel,2014,F,752
1792814,Bristol,2014,F,749
1792815,Francesca,2014,F,748
1792816,Emersyn,2014,F,742
1792817,Aubrie,2014,F,738
1792818,Karina,2014,F,736
1792819,Nylah,2014,F,735
1792820,Kelly,2014,F,734
1792821,Anaya,2014,F,733
1792822,Maliyah,2014,F,733
1792823,Evelynn,2014,F,731
1792824,Ember,2014,F,729
1792825,Melany,2014,F,729
1792826,Angelica,2014,F,727
1792827,Jimena,2014,F,725
1792828,Madelynn,2014,F,725
1792829,Kassidy,2014,F,724
1792830,Tiffany,2014,F,724
1792831,Kara,2014,F,723
1792832,Jazmine,2014,F,722
1792833,Jayda,2014,F,721
1792834,Dahlia,2014,F,719
1792835,Alejandra,2014,F,715
1792836,Sarai,2014,F,710
1792837,Annabel,2014,F,709
1792838,Holly,2014,F,708
1792839,Janelle,2014,F,707
1792840,Braelyn,2014,F,705
1792841,Gracelynn,2014,F,705
1792842,River,2014,F,703
1792843,Viviana,2014,F,703
1792844,Serena,2014,F,696
1792845,Brittany,2014,F,694
1792846,Annalise,2014,F,693
1792847,Brinley,2014,F,692
1792848,Madisyn,2014,F,690
1792849,Eve,2014,F,688
1792850,Cataleya,2014,F,687
1792851,Joy,2014,F,687
1792852,Caitlyn,2014,F,686
1792853,Anabelle,2014,F,681
1792854,Emmalyn,2014,F,681
1792855,Journee,2014,F,675
1792856,Celeste,2014,F,674
1792857,Brylee,2014,F,670
1792858,Luciana,2014,F,670
1792859,Marlee,2014,F,668
1792860,Savanna,2014,F,668
1792861,Anya,2014,F,667
1792862,Marissa,2014,F,667
1792863,Jazlyn,2014,F,663
1792864,Zuri,2014,F,660
1792865,Kailey,2014,F,659
1792866,Crystal,2014,F,657
1792867,Michaela,2014,F,654
1792868,Lorelei,2014,F,651
1792869,Guadalupe,2014,F,650
1792870,Madilynn,2014,F,649
1792871,Maeve,2014,F,647
1792872,Hanna,2014,F,645
1792873,Priscilla,2014,F,645
1792874,Kyra,2014,F,643
1792875,Lacey,2014,F,643
1792876,Nia,2014,F,642
1792877,Charley,2014,F,634
1792878,Jamie,2014,F,633
1792879,Juniper,2014,F,633
1792880,Cynthia,2014,F,630
1792881,Karen,2014,F,630
1792882,Sylvia,2014,F,630
1792883,Phoenix,2014,F,629
1792884,Aleena,2014,F,628
1792885,Caitlin,2014,F,625
1792886,Felicity,2014,F,620
1792887,Elisa,2014,F,617
1792888,Julissa,2014,F,617
1792889,Rebekah,2014,F,617
1792890,Evie,2014,F,615
1792891,Helena,2014,F,614
1792892,Imani,2014,F,614
1792893,Karla,2014,F,614
1792894,Millie,2014,F,612
1792895,Lilian,2014,F,611
1792896,Raven,2014,F,608
1792897,Harlow,2014,F,605
1792898,Leia,2014,F,605
1792899,Ryan,2014,F,603
1792900,Kailyn,2014,F,602
1792901,Lillie,2014,F,601
1792902,Amara,2014,F,600
1792903,Kadence,2014,F,600
1792904,Lauryn,2014,F,596
1792905,Cassandra,2014,F,593
1792906,Kaylie,2014,F,590
1792907,Madalyn,2014,F,590
1792908,Anika,2014,F,589
1792909,Hayley,2014,F,588
1792910,Bria,2014,F,587
1792911,Colette,2014,F,587
1792912,Henley,2014,F,587
1792913,Amari,2014,F,585
1792914,Regina,2014,F,583
1792915,Alanna,2014,F,582
1792916,Azalea,2014,F,582
1792917,Fernanda,2014,F,582
1792918,Jaliyah,2014,F,582
1792919,Anabella,2014,F,581
1792920,Adelina,2014,F,580
1792921,Lilyana,2014,F,580
1792922,Skyla,2014,F,580
1792923,Addisyn,2014,F,577
1792924,Zariah,2014,F,576
1792925,Bridget,2014,F,574
1792926,Braylee,2014,F,572
1792927,Monica,2014,F,572
1792928,Jayden,2014,F,569
1792929,Leighton,2014,F,568
1792930,Gloria,2014,F,566
1792931,Johanna,2014,F,564
1792932,Addilyn,2014,F,563
1792933,Danna,2014,F,563
1792934,Selah,2014,F,563
1792935,Aryanna,2014,F,561
1792936,Kaylin,2014,F,561
1792937,Aniya,2014,F,560
1792938,Willa,2014,F,559
1792939,Angie,2014,F,558
1792940,Kaia,2014,F,558
1792941,Kaliyah,2014,F,557
1792942,Anne,2014,F,556
1792943,Tiana,2014,F,556
1792944,Charleigh,2014,F,555
1792945,Winter,2014,F,553
1792946,Danica,2014,F,550
1792947,Alayah,2014,F,548
1792948,Aisha,2014,F,543
1792949,Bailee,2014,F,543
1792950,Kenley,2014,F,542
1792951,Aileen,2014,F,540
1792952,Lexie,2014,F,540
1792953,Janiyah,2014,F,538
1792954,Braelynn,2014,F,537
1792955,Liberty,2014,F,537
1792956,Katelynn,2014,F,535
1792957,Mariam,2014,F,535
1792958,Sasha,2014,F,535
1792959,Lindsey,2014,F,534
1792960,Montserrat,2014,F,533
1792961,Cecelia,2014,F,530
1792962,Mikaela,2014,F,530
1792963,Kaelyn,2014,F,529
1792964,Rosemary,2014,F,529
1792965,Annika,2014,F,528
1792966,Tatiana,2014,F,526
1792967,Cameron,2014,F,524
1792968,Marie,2014,F,523
1792969,Dallas,2014,F,522
1792970,Virginia,2014,F,519
1792971,Liana,2014,F,517
1792972,Matilda,2014,F,517
1792973,Freya,2014,F,512
1792974,Lainey,2014,F,511
1792975,Hallie,2014,F,509
1792976,Jessie,2014,F,504
1792977,Audrina,2014,F,500
1792978,Blake,2014,F,499
1792979,Hattie,2014,F,497
1792980,Monserrat,2014,F,496
1792981,Kiera,2014,F,494
1792982,Laylah,2014,F,493
1792983,Greta,2014,F,492
1792984,Alyson,2014,F,491
1792985,Emilee,2014,F,490
1792986,Maryam,2014,F,490
1792987,Melina,2014,F,489
1792988,Dayana,2014,F,488
1792989,Jaelynn,2014,F,487
1792990,Beatrice,2014,F,482
1792991,Frances,2014,F,481
1792992,Elisabeth,2014,F,479
1792993,Saige,2014,F,478
1792994,Kensley,2014,F,477
1792995,Meredith,2014,F,475
1792996,Aranza,2014,F,473
1792997,Rosa,2014,F,473
1792998,Shiloh,2014,F,472
1792999,Charli,2014,F,471
1793000,Elyse,2014,F,471
1793001,Alani,2014,F,470
1793002,Mira,2014,F,469
1793003,Lylah,2014,F,467
1793004,Linda,2014,F,466
1793005,Whitney,2014,F,463
1793006,Alena,2014,F,462
1793007,Jaycee,2014,F,461
1793008,Joselyn,2014,F,460
1793009,Ansley,2014,F,459
1793010,Kynlee,2014,F,459
1793011,Miah,2014,F,459
1793012,Tenley,2014,F,457
1793013,Breanna,2014,F,454
1793014,Emelia,2014,F,454
1793015,Maia,2014,F,454
1793016,Edith,2014,F,452
1793017,Pearl,2014,F,451
1793018,Anahi,2014,F,450
1793019,Coraline,2014,F,450
1793020,Samara,2014,F,450
1793021,Demi,2014,F,449
1793022,Chanel,2014,F,448
1793023,Kimber,2014,F,447
1793024,Lilith,2014,F,447
1793025,Malaya,2014,F,446
1793026,Jemma,2014,F,445
1793027,Myra,2014,F,444
1793028,Bryanna,2014,F,443
1793029,Laney,2014,F,443
1793030,Jaelyn,2014,F,442
1793031,Kaylynn,2014,F,442
1793032,Kallie,2014,F,440
1793033,Natasha,2014,F,439
1793034,Nathalie,2014,F,439
1793035,Perla,2014,F,439
1793036,Amani,2014,F,437
1793037,Lilianna,2014,F,437
1793038,Madalynn,2014,F,436
1793039,Blair,2014,F,435
1793040,Elianna,2014,F,434
1793041,Karsyn,2014,F,433
1793042,Lindsay,2014,F,433
1793043,Elaine,2014,F,432
1793044,Dulce,2014,F,431
1793045,Ellen,2014,F,431
1793046,Erica,2014,F,431
1793047,Maisie,2014,F,431
1793048,Renata,2014,F,431
1793049,Kiley,2014,F,430
1793050,Marina,2014,F,430
1793051,Remi,2014,F,429
1793052,Emmy,2014,F,428
1793053,Ivanna,2014,F,426
1793054,Amirah,2014,F,425
1793055,Livia,2014,F,425
1793056,Amelie,2014,F,424
1793057,Irene,2014,F,424
1793058,Mabel,2014,F,424
1793059,Milan,2014,F,424
1793060,Armani,2014,F,422
1793061,Cara,2014,F,421
1793062,Ciara,2014,F,418
1793063,Kathleen,2014,F,418
1793064,Jaylynn,2014,F,416
1793065,Caylee,2014,F,415
1793066,Lea,2014,F,415
1793067,Erika,2014,F,414
1793068,Paola,2014,F,413
1793069,Alma,2014,F,412
1793070,Courtney,2014,F,412
1793071,Mae,2014,F,412
1793072,Kassandra,2014,F,410
1793073,Maleah,2014,F,410
1793074,Remington,2014,F,410
1793075,Leyla,2014,F,409
1793076,Mina,2014,F,408
1793077,Ariah,2014,F,407
1793078,Christine,2014,F,407
1793079,Jasmin,2014,F,407
1793080,Kora,2014,F,407
1793081,Chaya,2014,F,406
1793082,Karlee,2014,F,406
1793083,Lailah,2014,F,405
1793084,Mara,2014,F,404
1793085,Jaylee,2014,F,402
1793086,Raquel,2014,F,402
1793087,Siena,2014,F,401
1793088,Lennon,2014,F,399
1793089,Desiree,2014,F,398
1793090,Hadassah,2014,F,398
1793091,Kenya,2014,F,398
1793092,Aliana,2014,F,397
1793093,Wren,2014,F,397
1793094,Amiya,2014,F,396
1793095,Isis,2014,F,396
1793096,Zaniyah,2014,F,396
1793097,Avah,2014,F,393
1793098,Amia,2014,F,392
1793099,Cindy,2014,F,391
1793100,Eileen,2014,F,391
1793101,Kayden,2014,F,391
1793102,Madyson,2014,F,391
1793103,Celine,2014,F,389
1793104,Aryana,2014,F,388
1793105,Everleigh,2014,F,388
1793106,Isabela,2014,F,387
1793107,Reyna,2014,F,386
1793108,Teresa,2014,F,386
1793109,Jolene,2014,F,385
1793110,Marjorie,2014,F,385
1793111,Myah,2014,F,385
1793112,Clare,2014,F,383
1793113,Claudia,2014,F,383
1793114,Leanna,2014,F,382
1793115,Noemi,2014,F,382
1793116,Corinne,2014,F,381
1793117,Simone,2014,F,381
1793118,Alia,2014,F,380
1793119,Brenda,2014,F,380
1793120,Dorothy,2014,F,380
1793121,Emilie,2014,F,380
1793122,Elin,2014,F,379
1793123,Tori,2014,F,378
1793124,Martha,2014,F,377
1793125,Ally,2014,F,376
1793126,Arely,2014,F,376
1793127,Leona,2014,F,376
1793128,Patricia,2014,F,376
1793129,Sky,2014,F,376
1793130,Thalia,2014,F,375
1793131,Carolyn,2014,F,374
1793132,Emory,2014,F,373
1793133,Nataly,2014,F,373
1793134,Paityn,2014,F,373
1793135,Shayla,2014,F,373
1793136,Averi,2014,F,372
1793137,Jazlynn,2014,F,372
1793138,Margot,2014,F,372
1793139,Lisa,2014,F,371
1793140,Lizbeth,2014,F,370
1793141,Nancy,2014,F,369
1793142,Deborah,2014,F,368
1793143,Ivory,2014,F,368
1793144,Khaleesi,2014,F,368
1793145,Elliot,2014,F,367
1793146,Meadow,2014,F,367
1793147,Yareli,2014,F,367
1793148,Farrah,2014,F,366
1793149,Milania,2014,F,366
1793150,Janessa,2014,F,365
1793151,Milana,2014,F,365
1793152,Zoie,2014,F,363
1793153,Adele,2014,F,362
1793154,Clarissa,2014,F,362
1793155,Hunter,2014,F,362
1793156,Lina,2014,F,362
1793157,Oakley,2014,F,362
1793158,Sariah,2014,F,362
1793159,Emmalynn,2014,F,361
1793160,Galilea,2014,F,361
1793161,Hailee,2014,F,361
1793162,Halle,2014,F,361
1793163,Sutton,2014,F,361
1793164,Giana,2014,F,359
1793165,Thea,2014,F,359
1793166,Denise,2014,F,358
1793167,Naya,2014,F,358
1793168,Kristina,2014,F,357
1793169,Liv,2014,F,357
1793170,Nathaly,2014,F,357
1793171,Wendy,2014,F,357
1793172,Aubrielle,2014,F,355
1793173,Brenna,2014,F,355
1793174,Carter,2014,F,355
1793175,Danika,2014,F,355
1793176,Monroe,2014,F,354
1793177,Celia,2014,F,353
1793178,Dana,2014,F,353
1793179,Jolie,2014,F,353
1793180,Taliyah,2014,F,353
1793181,Casey,2014,F,352
1793182,Miley,2014,F,352
1793183,Yamileth,2014,F,352
1793184,Jaylene,2014,F,351
1793185,Saylor,2014,F,350
1793186,Joyce,2014,F,349
1793187,Milena,2014,F,349
1793188,Zariyah,2014,F,349
1793189,Sandra,2014,F,348
1793190,Ariadne,2014,F,347
1793191,Aviana,2014,F,346
1793192,Mollie,2014,F,346
1793193,Cherish,2014,F,345
1793194,Alaya,2014,F,344
1793195,Asia,2014,F,344
1793196,Nola,2014,F,342
1793197,Penny,2014,F,342
1793198,Dixie,2014,F,341
1793199,Marisol,2014,F,341
1793200,Adrienne,2014,F,339
1793201,Rylan,2014,F,339
1793202,Kori,2014,F,338
1793203,Kristen,2014,F,338
1793204,Aimee,2014,F,337
1793205,Esme,2014,F,337
1793206,Laurel,2014,F,337
1793207,Aliza,2014,F,336
1793208,Roselyn,2014,F,336
1793209,Sloan,2014,F,336
1793210,Lorelai,2014,F,335
1793211,Jenny,2014,F,334
1793212,Katalina,2014,F,334
1793213,Lara,2014,F,334
1793214,Amya,2014,F,332
1793215,Ayleen,2014,F,332
1793216,Aubri,2014,F,331
1793217,Ariya,2014,F,330
1793218,Carlee,2014,F,330
1793219,Iliana,2014,F,330
1793220,Magnolia,2014,F,330
1793221,Aurelia,2014,F,329
1793222,Elliott,2014,F,329
1793223,Evalyn,2014,F,329
1793224,Natalee,2014,F,329
1793225,Rayna,2014,F,329
1793226,Heather,2014,F,328
1793227,Collins,2014,F,327
1793228,Estrella,2014,F,326
1793229,Rory,2014,F,326
1793230,Hana,2014,F,325
1793231,Kenna,2014,F,325
1793232,Jordynn,2014,F,324
1793233,Rosie,2014,F,324
1793234,Aiyana,2014,F,323
1793235,America,2014,F,323
1793236,Angeline,2014,F,323
1793237,Janiya,2014,F,323
1793238,Jessa,2014,F,323
1793239,Tegan,2014,F,323
1793240,Susan,2014,F,321
1793241,Emmalee,2014,F,320
1793242,Taryn,2014,F,320
1793243,Temperance,2014,F,320
1793244,Alissa,2014,F,319
1793245,Kenia,2014,F,319
